epoch,loss,mse
169,1.0637612342834473,1.0637612342834473
170,1.063217282295227,1.063217282295227
171,1.0626866817474365,1.0626866817474365
172,1.0621579885482788,1.0621579885482788
173,1.061626672744751,1.061626672744751
174,1.0610533952713013,1.0610533952713013
175,1.0604093074798584,1.0604093074798584
176,1.0599168539047241,1.0599168539047241
177,1.0591790676116943,1.0591790676116943
178,1.058580994606018,1.058580994606018
179,1.0578325986862183,1.0578325986862183
180,1.0570191144943237,1.0570191144943237
181,1.0566214323043823,1.0566214323043823
182,1.0556631088256836,1.0556631088256836
183,1.0549615621566772,1.0549615621566772
184,1.0538966655731201,1.0538966655731201
185,1.052889347076416,1.052889347076416
186,1.0519442558288574,1.0519442558288574
187,1.0507309436798096,1.0507309436798096
188,1.0492759943008423,1.0492759943008423
189,1.0498172044754028,1.0498172044754028
190,1.0483653545379639,1.0483653545379639
191,1.0471476316452026,1.0471476316452026
192,1.045202612876892,1.045202612876892
193,1.043480634689331,1.043480634689331
194,1.0429575443267822,1.0429575443267822
195,1.0411536693572998,1.0411536693572998
196,1.0384023189544678,1.0384023189544678
197,1.0375168323516846,1.0375168323516846
198,1.036286473274231,1.036286473274231
199,1.0339102745056152,1.0339102745056152
200,1.0315213203430176,1.0315213203430176
1,2.4249255657196045,2.4249255657196045
2,2.3744614124298096,2.3744614124298096
3,2.3201489448547363,2.3201489448547363
4,2.265566110610962,2.265566110610962
5,2.210573196411133,2.210573196411133
6,2.1601290702819824,2.1601290702819824
7,2.109440326690674,2.109440326690674
8,2.054340362548828,2.054340362548828
9,1.9929755926132202,1.9929755926132202
10,1.9242944717407227,1.9242944717407227
11,1.8497426509857178,1.8497426509857178
12,1.7676159143447876,1.7676159143447876
13,1.6765527725219727,1.6765527725219727
14,1.5757982730865479,1.5757982730865479
15,1.4661691188812256,1.4661691188812256
16,1.3515713214874268,1.3515713214874268
17,1.2421740293502808,1.2421740293502808
18,1.1571184396743774,1.1571184396743774
19,1.1273144483566284,1.1273144483566284
20,1.1763938665390015,1.1763938665390015
21,1.2289512157440186,1.2289512157440186
22,1.2078773975372314,1.2078773975372314
23,1.13856840133667,1.13856840133667
24,1.0708115100860596,1.0708115100860596
25,1.0285437107086182,1.0285437107086182
26,1.0128662586212158,1.0128662586212158
27,1.0125757455825806,1.0125757455825806
28,1.0173225402832031,1.0173225402832031
29,1.0207951068878174,1.0207951068878174
30,1.0206483602523804,1.0206483602523804
31,1.0155541896820068,1.0155541896820068
32,1.0054442882537842,1.0054442882537842
33,0.9919608235359192,0.9919608235359192
34,0.977611243724823,0.977611243724823
35,0.9653581380844116,0.9653581380844116
36,0.9575464129447937,0.9575464129447937
37,0.9556684494018555,0.9556684494018555
38,0.9592800140380859,0.9592800140380859
39,0.9650511741638184,0.9650511741638184
40,0.9684051275253296,0.9684051275253296
41,0.967082142829895,0.967082142829895
42,0.9619342088699341,0.9619342088699341
43,0.9558621644973755,0.9558621644973755
44,0.9516301155090332,0.9516301155090332
45,0.9494536519050598,0.9494536519050598
46,0.9337823987007141,0.9337823987007141
47,0.8775704503059387,0.8775704503059387
48,0.8170164823532104,0.8170164823532104
49,0.7451544404029846,0.7451544404029846
50,0.6648780107498169,0.6648780107498169
51,0.5813613533973694,0.5813613533973694
52,0.5034181475639343,0.5034181475639343
53,0.45217975974082947,0.45217975974082947
54,0.4209274649620056,0.4209274649620056
55,0.40844273567199707,0.40844273567199707
56,0.403972864151001,0.403972864151001
57,0.3895817697048187,0.3895817697048187
58,0.3623962998390198,0.3623962998390198
59,0.33501696586608887,0.33501696586608887
60,0.3176001310348511,0.3176001310348511
61,0.3097398579120636,0.3097398579120636
62,0.30537474155426025,0.30537474155426025
63,0.30007508397102356,0.30007508397102356
64,0.2927699387073517,0.2927699387073517
65,0.28727197647094727,0.28727197647094727
66,0.28439435362815857,0.28439435362815857
67,0.2836792767047882,0.2836792767047882
68,0.2833576500415802,0.2833576500415802
69,0.2824367582798004,0.2824367582798004
70,0.28004857897758484,0.28004857897758484
71,0.2764917016029358,0.2764917016029358
72,0.27304211258888245,0.27304211258888245
73,0.2706236243247986,0.2706236243247986
74,0.26895952224731445,0.26895952224731445
75,0.26749297976493835,0.26749297976493835
76,0.2657303214073181,0.2657303214073181
77,0.26349109411239624,0.26349109411239624
78,0.26037532091140747,0.26037532091140747
79,0.2567583918571472,0.2567583918571472
80,0.2535244822502136,0.2535244822502136
81,0.2509715259075165,0.2509715259075165
82,0.24843783676624298,0.24843783676624298
83,0.2456255704164505,0.2456255704164505
84,0.24259552359580994,0.24259552359580994
85,0.23953339457511902,0.23953339457511902
86,0.23659837245941162,0.23659837245941162
87,0.23377732932567596,0.23377732932567596
88,0.23083892464637756,0.23083892464637756
89,0.22756168246269226,0.22756168246269226
90,0.22395405173301697,0.22395405173301697
91,0.22012393176555634,0.22012393176555634
92,0.2162405550479889,0.2162405550479889
93,0.21205823123455048,0.21205823123455048
94,0.20720164477825165,0.20720164477825165
95,0.2021513730287552,0.2021513730287552
96,0.19694992899894714,0.19694992899894714
97,0.19081106781959534,0.19081106781959534
98,0.1839350461959839,0.1839350461959839
99,0.1770540326833725,0.1770540326833725
100,0.16922609508037567,0.16922609508037567
101,0.1604374796152115,0.1604374796152115
102,0.15142039954662323,0.15142039954662323
103,0.1415393352508545,0.1415393352508545
104,0.13166391849517822,0.13166391849517822
105,0.12092115730047226,0.12092115730047226
106,0.11043963581323624,0.11043963581323624
107,0.09944094717502594,0.09944094717502594
108,0.08926544338464737,0.08926544338464737
109,0.07742463052272797,0.07742463052272797
110,0.06719620525836945,0.06719620525836945
111,0.05988473445177078,0.05988473445177078
112,0.056442439556121826,0.056442439556121826
113,0.06134764105081558,0.06134764105081558
114,0.05532336235046387,0.05532336235046387
115,0.04575706645846367,0.04575706645846367
116,0.05386052653193474,0.05386052653193474
117,0.05489351600408554,0.05489351600408554
118,0.04534067586064339,0.04534067586064339
119,0.052458882331848145,0.052458882331848145
120,0.053129155188798904,0.053129155188798904
121,0.04342210292816162,0.04342210292816162
122,0.05136760324239731,0.05136760324239731
123,0.04790470376610756,0.04790470376610756
124,0.04295855015516281,0.04295855015516281
125,0.04903285577893257,0.04903285577893257
126,0.03947651386260986,0.03947651386260986
127,0.042384788393974304,0.042384788393974304
128,0.03884134441614151,0.03884134441614151
129,0.03887495398521423,0.03887495398521423
130,0.038276396691799164,0.038276396691799164
131,0.03755940869450569,0.03755940869450569
132,0.03685276582837105,0.03685276582837105
133,0.03626364469528198,0.03626364469528198
134,0.03598621115088463,0.03598621115088463
135,0.03478887677192688,0.03478887677192688
136,0.03482457622885704,0.03482457622885704
137,0.033793218433856964,0.033793218433856964
138,0.03478469327092171,0.03478469327092171
139,0.03347378224134445,0.03347378224134445
140,0.03412426635622978,0.03412426635622978
141,0.0326046422123909,0.0326046422123909
142,0.03327426686882973,0.03327426686882973
143,0.031677477061748505,0.031677477061748505
144,0.03264686465263367,0.03264686465263367
145,0.0306712593883276,0.0306712593883276
146,0.03139612078666687,0.03139612078666687
147,0.03037193976342678,0.03037193976342678
148,0.02990817464888096,0.02990817464888096
149,0.029701044782996178,0.029701044782996178
150,0.028895720839500427,0.028895720839500427
151,0.028844323009252548,0.028844323009252548
152,0.027765799313783646,0.027765799313783646
153,0.02854863740503788,0.02854863740503788
154,0.026801884174346924,0.026801884174346924
155,0.02841341495513916,0.02841341495513916
156,0.02743341028690338,0.02743341028690338
157,0.02574988827109337,0.02574988827109337
158,0.02749449945986271,0.02749449945986271
159,0.025036994367837906,0.025036994367837906
160,0.024719834327697754,0.024719834327697754
161,0.025523876771330833,0.025523876771330833
162,0.023550286889076233,0.023550286889076233
163,0.024238398298621178,0.024238398298621178
164,0.025397729128599167,0.025397729128599167
165,0.022493917495012283,0.022493917495012283
166,0.023993276059627533,0.023993276059627533
167,0.023977797478437424,0.023977797478437424
168,0.021166520193219185,0.021166520193219185
169,0.021624984219670296,0.021624984219670296
170,0.021521860733628273,0.021521860733628273
171,0.020250653848052025,0.020250653848052025
172,0.020852472633123398,0.020852472633123398
173,0.02024892158806324,0.02024892158806324
174,0.019028902053833008,0.019028902053833008
175,0.01875811442732811,0.01875811442732811
176,0.019803425297141075,0.019803425297141075
177,0.019159724935889244,0.019159724935889244
178,0.017599310725927353,0.017599310725927353
179,0.01801939494907856,0.01801939494907856
180,0.019789474084973335,0.019789474084973335
181,0.017662670463323593,0.017662670463323593
182,0.01682412065565586,0.01682412065565586
183,0.017960209399461746,0.017960209399461746
184,0.016849059611558914,0.016849059611558914
185,0.015616941265761852,0.015616941265761852
186,0.016283242031931877,0.016283242031931877
187,0.01595400646328926,0.01595400646328926
188,0.015180964954197407,0.015180964954197407
189,0.014250102452933788,0.014250102452933788
190,0.014987247996032238,0.014987247996032238
191,0.016503673046827316,0.016503673046827316
192,0.01483028382062912,0.01483028382062912
193,0.013391328044235706,0.013391328044235706
194,0.013564785942435265,0.013564785942435265
195,0.013891993090510368,0.013891993090510368
196,0.012883370742201805,0.012883370742201805
197,0.01212264969944954,0.01212264969944954
198,0.012333917431533337,0.012333917431533337
199,0.012552289292216301,0.012552289292216301
200,0.011872923001646996,0.011872923001646996
1,2.4078116416931152,2.4078116416931152
2,2.377145767211914,2.377145767211914
3,2.3393187522888184,2.3393187522888184
4,2.283453941345215,2.283453941345215
5,2.2204883098602295,2.2204883098602295
6,2.1549105644226074,2.1549105644226074
7,2.0800693035125732,2.0800693035125732
8,1.995867133140564,1.995867133140564
9,1.8956363201141357,1.8956363201141357
10,1.782954454421997,1.782954454421997
11,1.6577742099761963,1.6577742099761963
12,1.5196599960327148,1.5196599960327148
13,1.3711014986038208,1.3711014986038208
14,1.2123568058013916,1.2123568058013916
15,1.0432533025741577,1.0432533025741577
16,0.874657928943634,0.874657928943634
17,0.7292621731758118,0.7292621731758118
18,0.6452921628952026,0.6452921628952026
19,0.6596471071243286,0.6596471071243286
20,0.716063916683197,0.716063916683197
21,0.6999894976615906,0.6999894976615906
22,0.6133387684822083,0.6133387684822083
23,0.5136395692825317,0.5136395692825317
24,0.4397309422492981,0.4397309422492981
25,0.399242103099823,0.399242103099823
26,0.3825700283050537,0.3825700283050537
27,0.3775860667228699,0.3775860667228699
28,0.3745267391204834,0.3745267391204834
29,0.3681906461715698,0.3681906461715698
30,0.35716015100479126,0.35716015100479126
31,0.34222444891929626,0.34222444891929626
32,0.32449793815612793,0.32449793815612793
33,0.30789774656295776,0.30789774656295776
34,0.29634153842926025,0.29634153842926025
35,0.29247134923934937,0.29247134923934937
36,0.2963413596153259,0.2963413596153259
37,0.3042462468147278,0.3042462468147278
38,0.3102126121520996,0.3102126121520996
39,0.310030460357666,0.310030460357666
40,0.3039454221725464,0.3039454221725464
41,0.29579848051071167,0.29579848051071167
42,0.2893839180469513,0.2893839180469513
43,0.2866605222225189,0.2866605222225189
44,0.2874789535999298,0.2874789535999298
45,0.28922247886657715,0.28922247886657715
46,0.28972235321998596,0.28972235321998596
47,0.28798994421958923,0.28798994421958923
48,0.28416287899017334,0.28416287899017334
49,0.2793217599391937,0.2793217599391937
50,0.27479323744773865,0.27479323744773865
51,0.2715163826942444,0.2715163826942444
52,0.26985087990760803,0.26985087990760803
53,0.2690953314304352,0.2690953314304352
54,0.26843714714050293,0.26843714714050293
55,0.26707977056503296,0.26707977056503296
56,0.2645641267299652,0.2645641267299652
57,0.26146379113197327,0.26146379113197327
58,0.2584732174873352,0.2584732174873352
59,0.2561715245246887,0.2561715245246887
60,0.2546464800834656,0.2546464800834656
61,0.25348901748657227,0.25348901748657227
62,0.25233128666877747,0.25233128666877747
63,0.2506152391433716,0.2506152391433716
64,0.24825625121593475,0.24825625121593475
65,0.2455078363418579,0.2455078363418579
66,0.24287760257720947,0.24287760257720947
67,0.24062132835388184,0.24062132835388184
68,0.2386263906955719,0.2386263906955719
69,0.23650869727134705,0.23650869727134705
70,0.23389959335327148,0.23389959335327148
71,0.2308913916349411,0.2308913916349411
72,0.22777459025382996,0.22777459025382996
73,0.2247699499130249,0.2247699499130249
74,0.2218223512172699,0.2218223512172699
75,0.21864433586597443,0.21864433586597443
76,0.21483981609344482,0.21483981609344482
77,0.21081781387329102,0.21081781387329102
78,0.20676589012145996,0.20676589012145996
79,0.20245587825775146,0.20245587825775146
80,0.19765864312648773,0.19765864312648773
81,0.19238701462745667,0.19238701462745667
82,0.18685345351696014,0.18685345351696014
83,0.1811264008283615,0.1811264008283615
84,0.17498646676540375,0.17498646676540375
85,0.1684418022632599,0.1684418022632599
86,0.16127608716487885,0.16127608716487885
87,0.15377670526504517,0.15377670526504517
88,0.14572609961032867,0.14572609961032867
89,0.13752876222133636,0.13752876222133636
90,0.12815633416175842,0.12815633416175842
91,0.11780223995447159,0.11780223995447159
92,0.10745207220315933,0.10745207220315933
93,0.09719593822956085,0.09719593822956085
94,0.08721211552619934,0.08721211552619934
95,0.0776311531662941,0.0776311531662941
96,0.06902210414409637,0.06902210414409637
97,0.06096430495381355,0.06096430495381355
98,0.054061293601989746,0.054061293601989746
99,0.04880165308713913,0.04880165308713913
100,0.04611404985189438,0.04611404985189438
101,0.04633661359548569,0.04633661359548569
102,0.067490354180336,0.067490354180336
103,0.07071918249130249,0.07071918249130249
104,0.05058693140745163,0.05058693140745163
105,0.06659439206123352,0.06659439206123352
106,0.04818350821733475,0.04818350821733475
107,0.058501649647951126,0.058501649647951126
108,0.04776792973279953,0.04776792973279953
109,0.048803508281707764,0.048803508281707764
110,0.04747815802693367,0.04747815802693367
111,0.04030937701463699,0.04030937701463699
112,0.04607022926211357,0.04607022926211357
113,0.03617318719625473,0.03617318719625473
114,0.04289879649877548,0.04289879649877548
115,0.03686822950839996,0.03686822950839996
116,0.03630879521369934,0.03630879521369934
117,0.03897588700056076,0.03897588700056076
118,0.032997287809848785,0.032997287809848785
119,0.036391183733940125,0.036391183733940125
120,0.034358713775873184,0.034358713775873184
121,0.03214017301797867,0.03214017301797867
122,0.03453361243009567,0.03453361243009567
123,0.03198684751987457,0.03198684751987457
124,0.0313277542591095,0.0313277542591095
125,0.032982826232910156,0.032982826232910156
126,0.03000360168516636,0.03000360168516636
127,0.03125584498047829,0.03125584498047829
128,0.03067324124276638,0.03067324124276638
129,0.02905590832233429,0.02905590832233429
130,0.030208777636289597,0.030208777636289597
131,0.028425509110093117,0.028425509110093117
132,0.028384249657392502,0.028384249657392502
133,0.02830495499074459,0.02830495499074459
134,0.02675129845738411,0.02675129845738411
135,0.027619052678346634,0.027619052678346634
136,0.026073653250932693,0.026073653250932693
137,0.026048829779028893,0.026048829779028893
138,0.025722194463014603,0.025722194463014603
139,0.025110941380262375,0.025110941380262375
140,0.025336194783449173,0.025336194783449173
141,0.024386145174503326,0.024386145174503326
142,0.024575214833021164,0.024575214833021164
143,0.023522626608610153,0.023522626608610153
144,0.02351389266550541,0.02351389266550541
145,0.022989578545093536,0.022989578545093536
146,0.022938046604394913,0.022938046604394913
147,0.02259846404194832,0.02259846404194832
148,0.022490764036774635,0.022490764036774635
149,0.022038087248802185,0.022038087248802185
150,0.021814502775669098,0.021814502775669098
151,0.021397385746240616,0.021397385746240616
152,0.021252725273370743,0.021252725273370743
153,0.020984794944524765,0.020984794944524765
154,0.020651772618293762,0.020651772618293762
155,0.02018284797668457,0.02018284797668457
156,0.01977834664285183,0.01977834664285183
157,0.01948300376534462,0.01948300376534462
158,0.019171610474586487,0.019171610474586487
159,0.018903452903032303,0.018903452903032303
160,0.0184921957552433,0.0184921957552433
161,0.018169337883591652,0.018169337883591652
162,0.017791664227843285,0.017791664227843285
163,0.01742568053305149,0.01742568053305149
164,0.01704561896622181,0.01704561896622181
165,0.016714107245206833,0.016714107245206833
166,0.01641099527478218,0.01641099527478218
167,0.016159316524863243,0.016159316524863243
168,0.01590997353196144,0.01590997353196144
169,0.015398738905787468,0.015398738905787468
170,0.014922958798706532,0.014922958798706532
171,0.014619840309023857,0.014619840309023857
172,0.014467909932136536,0.014467909932136536
173,0.014239487238228321,0.014239487238228321
174,0.013612980954349041,0.013612980954349041
175,0.013194660656154156,0.013194660656154156
176,0.01284289825707674,0.01284289825707674
177,0.012479925528168678,0.012479925528168678
178,0.012133912183344364,0.012133912183344364
179,0.011792093515396118,0.011792093515396118
180,0.011466169729828835,0.011466169729828835
181,0.011232022196054459,0.011232022196054459
182,0.011880476027727127,0.011880476027727127
183,0.012898126617074013,0.012898126617074013
184,0.013555282726883888,0.013555282726883888
185,0.010515248402953148,0.010515248402953148
186,0.01091078482568264,0.01091078482568264
187,0.012138153426349163,0.012138153426349163
188,0.009795112535357475,0.009795112535357475
189,0.01017704326659441,0.01017704326659441
190,0.01089942641556263,0.01089942641556263
191,0.008955237455666065,0.008955237455666065
192,0.009712629951536655,0.009712629951536655
193,0.010081298649311066,0.010081298649311066
194,0.008319689892232418,0.008319689892232418
195,0.008899973705410957,0.008899973705410957
196,0.009208553470671177,0.009208553470671177
197,0.007870825007557869,0.007870825007557869
198,0.008220778778195381,0.008220778778195381
199,0.008690984919667244,0.008690984919667244
200,0.007472483906894922,0.007472483906894922
1,2.555036783218384,2.555036783218384
2,2.505415678024292,2.505415678024292
3,2.4467623233795166,2.4467623233795166
4,2.394526958465576,2.394526958465576
5,2.3436405658721924,2.3436405658721924
6,2.2921741008758545,2.2921741008758545
7,2.238461971282959,2.238461971282959
8,2.177072048187256,2.177072048187256
9,2.1089553833007812,2.1089553833007812
10,2.0325815677642822,2.0325815677642822
11,1.9461742639541626,1.9461742639541626
12,1.8500159978866577,1.8500159978866577
13,1.742601752281189,1.742601752281189
14,1.6244348287582397,1.6244348287582397
15,1.4988332986831665,1.4988332986831665
16,1.3750730752944946,1.3750730752944946
17,1.273850917816162,1.273850917816162
18,1.2344372272491455,1.2344372272491455
19,1.2944207191467285,1.2944207191467285
20,1.3646926879882812,1.3646926879882812
21,1.3492528200149536,1.3492528200149536
22,1.2822225093841553,1.2822225093841553
23,1.2166160345077515,1.2166160345077515
24,1.1814994812011719,1.1814994812011719
25,1.171872854232788,1.171872854232788
26,1.1770483255386353,1.1770483255386353
27,1.187703013420105,1.187703013420105
28,1.1965141296386719,1.1965141296386719
29,1.1998687982559204,1.1998687982559204
30,1.1966114044189453,1.1966114044189453
31,1.1873505115509033,1.1873505115509033
32,1.1736266613006592,1.1736266613006592
33,1.1577637195587158,1.1577637195587158
34,1.142350435256958,1.142350435256958
35,1.1299760341644287,1.1299760341644287
36,1.1226264238357544,1.1226264238357544
37,1.1207103729248047,1.1207103729248047
38,1.1226513385772705,1.1226513385772705
39,1.1253383159637451,1.1253383159637451
40,1.125366449356079,1.125366449356079
41,1.1211445331573486,1.1211445331573486
42,1.1137391328811646,1.1137391328811646
43,1.1055407524108887,1.1055407524108887
44,1.0988729000091553,1.0988729000091553
45,1.0950653553009033,1.0950653553009033
46,1.093746542930603,1.093746542930603
47,1.0936310291290283,1.0936310291290283
48,1.0933740139007568,1.0933740139007568
49,1.0921813249588013,1.0921813249588013
50,1.0898239612579346,1.0898239612579346
51,1.0865570306777954,1.0865570306777954
52,1.0825752019882202,1.0825752019882202
53,1.078476905822754,1.078476905822754
54,1.075032353401184,1.075032353401184
55,1.0726752281188965,1.0726752281188965
56,1.0708476305007935,1.0708476305007935
57,1.0690491199493408,1.0690491199493408
58,1.0669875144958496,1.0669875144958496
59,1.0644121170043945,1.0644121170043945
60,1.0613796710968018,1.0613796710968018
61,1.0580627918243408,1.0580627918243408
62,1.0550501346588135,1.0550501346588135
63,1.0523377656936646,1.0523377656936646
64,1.0494494438171387,1.0494494438171387
65,1.0470325946807861,1.0470325946807861
66,1.0439260005950928,1.0439260005950928
67,1.0400230884552002,1.0400230884552002
68,1.0358154773712158,1.0358154773712158
69,1.0315237045288086,1.0315237045288086
70,1.0273314714431763,1.0273314714431763
71,1.0227208137512207,1.0227208137512207
72,1.0174697637557983,1.0174697637557983
73,1.0119664669036865,1.0119664669036865
74,1.0063616037368774,1.0063616037368774
75,1.0006183385849,1.0006183385849
76,0.9943400621414185,0.9943400621414185
77,0.9871628880500793,0.9871628880500793
78,0.9796305894851685,0.9796305894851685
79,0.9721816182136536,0.9721816182136536
80,0.9644194841384888,0.9644194841384888
81,0.9564231038093567,0.9564231038093567
82,0.949694037437439,0.949694037437439
83,0.9422081112861633,0.9422081112861633
84,0.9352461099624634,0.9352461099624634
85,0.9283967018127441,0.9283967018127441
86,0.9238343238830566,0.9238343238830566
87,0.9196171760559082,0.9196171760559082
88,0.9176589846611023,0.9176589846611023
89,0.9162223935127258,0.9162223935127258
90,0.915850818157196,0.915850818157196
91,0.9168902635574341,0.9168902635574341
92,0.9183608889579773,0.9183608889579773
93,0.9193090200424194,0.9193090200424194
94,0.9182493090629578,0.9182493090629578
95,0.9171220660209656,0.9171220660209656
96,0.9170705676078796,0.9170705676078796
97,0.9162482023239136,0.9162482023239136
98,0.9151118397712708,0.9151118397712708
99,0.9148983955383301,0.9148983955383301
100,0.9137202501296997,0.9137202501296997
101,0.9130951166152954,0.9130951166152954
102,0.9128259420394897,0.9128259420394897
103,0.9118898510932922,0.9118898510932922
104,0.9116180539131165,0.9116180539131165
105,0.9107764959335327,0.9107764959335327
106,0.9103714823722839,0.9103714823722839
107,0.9101089239120483,0.9101089239120483
